,researcher,capture_site,fisher,species,ccl_cm,ccw_cm,weight_kg,year_caught,week_caught
3221,20,14,1245,6,34.0,31.1,4.02,2016,5
3222,20,14,654,6,45.5,42.5,10.52,2016,11
3223,30,14,92,5,35.5,35.0,5.0,2016,11
3224,30,14,1700,6,32.8,29.8,3.5,2016,11
3225,30,14,740,5,39.0,37.5,5.6,2016,11
3226,30,14,1115,6,38.0,35.0,5.7,2016,11
3227,30,14,398,6,35.6,32.0,5.9,2016,12
3228,20,14,475,6,30.2,27.3,2.35,2016,14
3229,20,14,1517,5,44.1,41.0,10.44,2016,19
3230,20,14,855,5,37.8,35.5,5.78,2016,22
3231,30,14,1867,5,42.8,38.2,11.1,2016,26
3232,30,14,1867,5,46.0,40.9,12.3,2016,26
3233,30,14,379,5,27.7,25.2,2.5,2016,26
3234,20,14,986,5,52.1,45.2,15.65,2016,33
3235,20,14,1921,6,31.7,29.2,4.09,2016,47
3236,20,14,439,5,35.5,33.7,4.45,2016,48
3237,20,14,1551,6,39.7,36.6,3.86,2016,50
3238,30,14,1343,6,44.4,41.5,10.56,2017,3
3239,30,14,2121,5,35.6,36.6,5.64,2017,7
3240,30,14,1551,6,39.5,36.3,7.29,2017,7
3241,30,14,1343,6,32.7,29.5,3.25,2017,7
3242,20,14,603,5,40.0,36.9,7.88,2017,19
3243,30,14,1742,5,38.5,38.0,6.4,2017,21
3244,30,14,1083,5,39.0,38.0,8.13,2017,21
3245,20,14,2051,5,40.2,39.0,8.66,2017,23
3246,20,14,2051,5,39.6,38.0,7.69,2017,23
3247,30,14,1083,5,42.0,37.2,8.07,2017,23
3248,30,14,1551,6,35.3,32.9,4.4,2017,28
3249,20,14,1472,6,32.4,30.0,3.5,2017,28
3250,20,14,1716,5,43.4,39.0,8.98,2017,28
3251,30,14,516,5,37.0,35.86,6.36,2017,36
3252,20,14,395,5,33.2,32.7,4.16,2017,46
3253,30,14,111,5,41.0,39.5,6.95,2017,51
3254,20,14,603,5,43.46,42.36,10.31,2018,3
3255,30,14,1921,6,33.47,32.9,4.21,2018,5
3256,20,14,1287,5,52.37,49.33,18.08,2018,6
3257,20,14,2007,5,41.5,42.5,8.84,2018,15
3258,30,14,342,5,34.0,32.3,4.91,2018,17
3259,30,14,1322,5,100.5,90.5,125.79,2018,18
3260,20,14,439,5,42.3,41.4,9.32,2018,19
3261,20,14,863,6,41.3,37.8,8.49,2018,21
3262,30,14,484,5,42.07,43.03,8.81,2018,22
3263,20,14,1128,5,45.37,42.8,11.65,2018,23
3264,20,14,2046,6,30.93,30.1,3.71,2018,26
3265,30,14,111,5,43.9,41.3,10.486,2018,32
3266,20,14,1551,6,34.4,30.2,5.3,2018,33
3267,20,14,111,5,40.3,41.6,8.4,2018,36
3268,30,14,1907,5,43.77,41.6,8.99,2018,41
3269,37,15,92,6,33.0,30.6,4.4799999999999995,2001,30
3270,25,15,1690,6,43.09039028717153,40.253904075408926,9.850731051924445,2001,31
3271,25,15,2087,6,32.2,29.2,3.6019999999999994,2001,32
3272,25,15,1365,6,43.09039028717153,40.253904075408926,9.850731051924445,2001,33
3273,25,15,482,6,31.0,29.6,3.636,2001,33
3274,25,15,1619,6,36.7,34.4,5.952,2001,33
3275,30,15,125,6,32.4,31.1,4.442,2001,35
3276,30,15,92,6,34.0,32.0,5.362,2001,35
3277,37,15,92,5,45.45,45.23,11.934000000000001,2001,43
3278,25,15,1550,6,35.8,32.4,5.062,2002,24
3279,25,15,368,6,35.1,32.4,5.040000000000001,2002,27
3280,25,15,92,5,30.8,30.2,10.882000000000001,2002,29
3281,32,15,92,6,28.8,28.5,3.0479999999999996,2002,40
3282,32,15,368,6,29.5,29.0,3.338,2002,42
3283,25,15,1690,6,31.6,30.5,4.04,2003,11
3284,30,15,92,5,44.7,43.1,11.020000000000001,2003,13
3285,32,15,94,5,40.8,39.6,8.276,2003,19
3286,30,15,438,5,43.7,42.4,10.7,2003,24
3287,30,15,1879,6,32.8,31.6,4.33,2003,25
3288,25,15,1879,5,44.0,43.1,11.022,2003,30
3289,25,15,1879,6,48.1,45.7,12.813999999999998,2003,32
3290,25,15,1879,5,43.0,42.0,9.382,2003,33
3291,25,15,1879,5,42.8,42.5,9.856,2003,33
3292,25,15,1879,6,33.5,32.6,4.708,2003,33
3293,25,15,1879,5,43.7,41.7,10.346,2003,34
3294,30,15,1879,5,41.9,39.8,8.852,2003,38
3295,30,15,1879,5,46.8,42.4,11.594,2006,50
3296,30,15,1879,5,43.8,41.6,10.178,2007,19
3297,30,15,1879,5,56.7,47.9,16.802,2007,24
3298,30,15,1879,6,43.8,37.5,8.937999999999999,2007,32
3299,30,15,1879,6,35.7,34.0,5.274000000000001,2007,34
3300,30,15,1879,6,33.2,31.8,12.069999999999999,2007,44
3301,30,15,548,6,38.7,37.1,7.184,2008,10
3302,30,15,1878,6,38.9,36.3,6.944,2009,2
3303,30,15,1473,6,37.7,37.5,7.018000000000001,2009,10
3304,30,15,1473,6,32.9,30.4,4.16,2009,16
3305,30,15,1473,6,29.5,27.4,2.8459999999999996,2009,18
3306,30,15,548,6,40.5,38.7,8.28,2009,25
3307,20,15,1473,6,33.2,32.0,4.212000000000001,2009,28
3308,30,15,1666,6,38.8,37.4,7.260000000000001,2009,29
3309,30,15,548,6,31.7,29.3,3.6480000000000006,2009,31
3310,30,15,2094,6,35.5,33.4,5.062,2009,33
3311,20,15,2094,6,32.8,31.7,4.324,2009,37
3312,20,15,1550,6,33.0,30.2,4.014,2009,39
3313,20,15,1106,6,35.0,30.5,4.802,2009,42
3314,20,15,1159,5,41.4,41.3,9.076,2009,44
3315,20,15,2094,6,35.0,30.4,4.388,2009,45
3316,20,15,2094,6,34.5,31.5,5.5600000000000005,2009,46
3317,20,15,818,5,41.6,38.4,7.772,2009,47
3318,32,15,818,6,34.5,31.9,5.386,2009,48
3319,32,15,548,6,34.4,30.6,4.773999999999999,2009,48
3320,32,15,92,6,34.6,31.7,5.3020000000000005,2009,48
3321,20,15,818,6,37.8,33.7,5.6579999999999995,2009,49
3322,30,15,125,6,32.9,32.1,4.422,2009,50
3323,20,15,92,6,33.4,30.1,4.474,2009,51
3324,30,15,818,5,40.9,39.4,7.896000000000001,2009,51
3325,20,15,885,5,45.6,43.2,10.898,2009,52
3326,20,15,818,5,37.7,37.0,7.1659999999999995,2009,52
3327,20,15,548,5,43.2,42.0,9.928,2010,1
3328,20,15,818,6,44.4,39.5,10.266,2010,1
3329,20,15,1666,6,36.5,33.0,5.58,2010,1
3330,20,15,885,6,34.1,32.6,4.654000000000001,2010,1
3331,20,15,818,6,34.2,33.0,4.630000000000001,2010,3
3332,30,15,92,6,35.0,31.9,5.07,2010,8
3333,20,15,885,6,44.3,40.8,10.334,2010,10
3334,20,15,92,6,35.4,34.5,5.356,2010,12
3335,20,15,885,6,45.2,41.3,12.558,2010,14
3336,20,15,1666,6,45.1,41.6,10.725999999999999,2010,16
3337,20,15,818,6,37.1,36.2,6.362,2010,16
3338,20,15,2089,6,36.9,35.6,6.016,2010,16
3339,20,15,1349,6,30.5,28.3,4.023999999999999,2010,19
3340,20,15,818,6,38.8,38.5,6.5,2010,20
3341,20,15,1837,6,35.6,32.3,4.75,2010,21
3342,30,15,560,6,45.8,41.6,10.5,2010,22
3343,20,15,890,5,43.6,41.8,9.6,2010,23
3344,20,15,885,6,45.8,41.8,11.25,2010,24
3345,20,15,1192,6,45.7,41.1,9.5,2010,25
3346,30,15,1326,5,39.2,38.3,6.5,2010,25
3347,20,15,885,6,31.1,31.9,4.0,2010,26
3348,20,15,1001,6,37.1,34.0,5.5,2010,27
3349,20,15,855,6,31.1,31.9,4.0,2010,29
3350,20,15,885,6,38.6,37.5,7.5,2010,29
3351,20,15,818,6,34.4,32.3,5.5,2010,31
3352,20,15,890,6,32.6,30.1,4.0,2010,31
3353,20,15,885,6,33.6,32.3,4.5,2010,31
3354,20,15,92,6,31.4,29.5,4.5,2010,32
3355,30,15,674,5,44.6,42.2,9.5,2010,34
3356,20,15,818,5,36.9,35.1,5.5,2010,35
3357,20,15,817,6,33.0,30.2,4.5,2010,35
3358,20,15,1473,6,34.0,29.4,5.0,2010,35
3359,20,15,761,6,46.6,42.5,11.5,2010,35
3360,20,15,92,6,34.2,33.4,5.0,2010,37
3361,20,15,1001,5,40.7,38.6,8.5,2010,39
3362,20,15,818,6,32.1,29.9,4.5,2010,39
3363,20,15,818,6,37.5,34.4,6.5,2010,39
3364,20,15,855,6,40.2,38.4,8.5,2010,40
3365,20,15,550,6,32.1,29.9,4.5,2010,40
3366,30,15,125,6,32.1,30.3,3.0,2010,41
3367,30,15,1001,6,32.4,33.1,4.75,2010,41
3368,20,15,92,6,46.2,42.2,11.0,2010,41
3369,20,15,855,6,31.1,30.5,3.5,2010,42
3370,20,15,855,6,33.9,31.2,5.0,2010,42
3371,20,15,1666,5,38.0,38.2,7.0,2010,42
3372,20,15,855,6,37.0,34.5,5.5,2010,43
3373,30,15,2094,6,46.7,42.5,11.5,2010,43
3374,30,15,1473,6,32.0,30.3,3.0,2010,43
3375,30,15,855,6,46.1,42.4,11.5,2010,43
3376,20,15,548,6,33.6,29.9,3.0,2010,44
3377,20,15,548,6,36.2,34.5,6.0,2010,47
3378,20,15,855,6,36.2,34.5,6.0,2010,47
3379,20,15,855,6,34.7,33.9,5.5,2010,48
3380,20,15,125,6,39.0,36.1,6.0,2010,48
3381,30,15,1085,5,39.7,37.9,7.25,2010,48
3382,30,15,855,5,37.5,35.3,7.0,2010,50
3383,30,15,2094,6,39.5,38.1,7.5,2010,50
3384,20,15,855,6,33.2,31.5,5.5,2010,52
3385,20,15,2094,5,37.5,36.2,7.25,2010,52
3386,20,15,890,5,44.8,45.3,11.5,2011,2
3387,20,15,915,5,30.1,29.1,3.5,2011,2
3388,20,15,818,6,40.3,34.6,6.5,2011,2
3389,20,15,1666,5,33.3,33.1,4.0,2011,3
3390,20,15,818,6,33.5,32.2,5.5,2011,4
3391,20,15,1676,5,62.7,61.6,32.0,2011,4
3392,7,15,180,5,31.2,29.7,4.0,2011,6
3393,7,15,818,6,35.3,34.8,5.5,2011,7
3394,7,15,818,6,36.1,32.0,5.5,2011,8
3395,30,15,818,6,37.8,35.0,6.8,2011,8
3396,7,15,92,6,40.5,35.8,6.0,2011,8
3397,20,15,92,6,39.8,37.5,6.5,2011,11
3398,20,15,92,6,43.0,41.0,10.0,2011,12
3399,20,15,818,6,35.3,33.4,6.0,2011,12
3400,20,15,125,6,41.6,39.0,8.5,2011,14
3401,20,15,1700,6,47.0,44.8,13.5,2011,14
3402,20,15,92,6,42.6,40.4,8.5,2011,15
3403,20,15,1393,6,36.3,31.5,6.0,2011,15
3404,20,15,899,6,31.1,28.3,4.0,2011,15
3405,7,15,92,5,32.6,30.8,4.0,2011,15
3406,20,15,818,6,36.2,34.0,6.5,2011,16
3407,20,15,1093,5,35.6,33.4,6.5,2011,17
3408,20,15,1147,5,44.4,43.1,11.5,2011,17
3409,20,15,1147,5,45.2,42.7,7.5,2011,17
3410,20,15,1659,6,37.5,31.5,6.0,2011,19
3411,20,15,1188,6,28.8,27.5,3.2920000000000003,2011,19
3412,20,15,125,6,39.7,38.5,8.5,2011,19
3413,20,15,548,6,37.5,31.5,6.0,2011,19
3414,20,15,1242,6,36.0,32.5,6.109999999999999,2011,19
3415,30,15,885,6,40.4,36.0,7.15,2011,19
3416,30,15,899,6,39.2,35.2,7.5,2011,19
3417,7,15,125,6,37.8,37.3,7.0,2011,19
3418,7,15,855,6,37.0,34.6,6.5,2011,19
3419,20,15,548,6,36.1,32.5,6.0,2011,21
3420,20,15,548,6,30.1,27.6,4.0,2011,21
3421,20,15,548,5,46.6,44.7,13.5,2011,21
3422,20,15,548,6,42.2,40.6,9.016000000000002,2011,21
3423,20,15,548,6,42.6,40.1,10.0,2011,21
3424,20,15,351,6,38.0,36.1,8.5,2011,21
3425,20,15,885,6,41.2,36.2,7.5,2011,21
3426,20,15,885,6,40.0,38.4,8.0,2011,21
3427,20,15,92,6,40.0,38.5,7.5,2011,22
3428,20,15,818,5,39.9,39.0,7.5,2011,22
3429,20,15,1550,5,39.9,39.0,7.51,2011,22
3430,20,15,817,6,30.4,27.5,3.5,2011,23
3431,20,15,1472,6,37.0,34.4,5.5,2011,23
3432,7,15,92,6,30.4,27.5,3.5,2011,23
3433,20,15,168,5,41.8,38.0,8.5,2011,23
3434,7,15,1085,6,36.9,34.1,5.5,2011,23
3435,20,15,1349,6,36.5,32.5,5.5,2011,24
3436,20,15,1343,5,41.0,40.3,8.5,2011,25
3437,20,15,548,5,40.1,39.6,5.0,2011,25
3438,7,15,1551,6,38.0,35.9,6.5,2011,25
3439,7,15,652,6,37.4,31.4,6.5,2011,25
3440,20,15,1837,5,44.3,43.5,10.5,2011,26
3441,20,15,1349,6,40.4,36.7,9.5,2011,26
3442,20,15,548,6,30.6,28.3,3.5,2011,26
3443,20,15,603,5,41.2,39.1,8.5,2011,27
3444,20,15,560,6,41.0,36.1,6.5,2011,27
3445,20,15,761,5,45.3,42.4,10.5,2011,27
3446,20,15,92,6,32.3,27.6,4.5,2011,27
3447,20,15,855,5,40.6,39.9,7.5,2011,28
3448,20,15,855,6,32.3,30.0,4.5,2011,28
3449,20,15,1551,6,41.4,38.1,7.5,2011,29
3450,20,15,1349,6,30.1,28.9,4.5,2011,29
3451,30,15,899,6,36.0,34.7,7.5,2011,29
3452,30,15,1188,5,37.2,36.0,6.5,2011,29
3453,30,15,857,6,31.2,28.0,3.5,2011,29
3454,20,15,92,6,43.4,40.7,10.0,2011,30
3455,20,15,1349,6,30.7,29.1,4.0,2011,30
3456,20,15,2094,6,36.5,34.7,6.5,2011,30
3457,20,15,548,6,36.6,33.7,5.5,2011,30
3458,20,15,1188,6,33.1,33.2,5.0,2011,30
3459,20,15,855,6,32.5,30.5,4.5,2011,31
3460,20,15,424,6,31.0,27.5,3.5,2011,31
3461,20,15,151,5,44.1,42.6,11.5,2011,32
3462,20,15,1818,6,37.8,32.5,6.5,2011,32
3463,20,15,92,5,35.1,34.2,6.5,2011,33
3464,20,15,818,6,44.2,40.0,10.0,2011,34
3465,20,15,1303,6,30.5,29.0,3.5,2011,34
3466,20,15,1303,6,30.6,29.0,3.5,2011,34
3467,20,15,863,6,30.0,29.0,3.7,2011,34
3468,20,15,2075,6,38.1,35.5,6.5,2011,34
3469,20,15,873,6,34.0,31.5,5.0,2011,34
3470,20,15,899,6,32.7,29.6,4.5,2011,34
3471,20,15,899,6,36.7,35.0,6.0,2011,38
3472,20,15,818,6,37.1,32.4,6.0,2011,38
3473,20,15,1447,6,36.3,32.6,5.0,2011,38
3474,20,15,2046,6,43.0,40.4,10.5,2011,38
3475,20,15,899,6,36.2,34.5,6.5,2011,38
3476,20,15,550,6,32.2,29.2,3.5,2011,40
3477,20,15,890,6,32.9,30.8,4.5,2011,40
3478,20,15,1085,6,40.4,38.9,7.5,2011,40
3479,20,15,1349,6,52.2,46.7,15.5,2011,40
3480,20,15,1921,5,38.6,38.0,8.0,2011,40
3481,20,15,373,6,40.3,39.5,8.0,2011,40
3482,20,15,1454,5,42.1,40.6,10.0,2011,40
3483,30,15,1622,6,40.4,39.0,8.5,2011,40
3484,30,15,1188,6,36.5,32.3,5.5,2011,40
3485,30,15,1472,5,35.5,34.0,5.5,2011,40
3486,20,15,548,6,31.4,28.9,4.0,2011,41
3487,20,15,548,6,30.1,29.3,3.5,2011,42
3488,20,15,1472,6,38.8,36.1,6.0,2011,42
3489,20,15,818,5,61.0,56.1,27.0,2011,42
3490,20,15,1027,6,42.3,36.5,8.5,2011,42
3491,7,15,863,6,36.5,32.2,6.0,2011,42
3492,7,15,1027,6,34.6,34.4,5.5,2011,42
3493,30,15,1027,6,31.2,29.9,4.0,2011,44
3494,30,15,818,6,37.0,35.8,6.0,2011,44
3495,7,15,1027,6,31.8,29.6,4.0,2011,44
3496,7,15,2094,6,30.8,29.9,4.0,2011,44
3497,20,15,863,6,33.0,30.3,4.5,2011,45
3498,20,15,1472,6,37.2,33.0,6.0,2011,46
3499,20,15,1558,6,37.6,32.3,6.0,2011,46
3500,30,15,1941,6,33.4,30.9,3.5,2011,46
3501,20,15,92,6,53.1,47.5,17.5,2011,46
3502,20,15,2002,6,33.4,30.7,4.0,2011,47
3503,20,15,1085,6,39.6,36.6,7.5,2011,47
3504,20,15,1109,6,30.7,29.9,4.5,2011,47
3505,20,15,1472,6,39.3,35.8,7.0,2011,47
3506,20,15,1085,6,40.2,37.5,7.0,2011,47
3507,30,15,1085,5,43.2,39.9,10.0,2011,47
3508,20,15,1923,6,53.3,46.8,15.0,2011,48
3509,20,15,180,5,40.6,40.2,9.0,2011,48
3510,20,15,506,6,38.0,32.8,5.5,2011,48
3511,20,15,1027,6,36.7,35.6,6.0,2011,48
3512,20,15,899,6,39.8,33.6,7.5,2011,48
3513,20,15,92,6,37.3,35.3,5.5,2011,48
3514,20,15,1726,6,32.1,29.3,3.5,2011,49
3515,20,15,136,5,38.5,37.4,6.0,2011,49
3516,7,15,92,6,42.6,37.9,10.0,2011,49
3517,20,15,1676,5,43.3,39.9,10.5,2011,50
3518,4,15,855,6,39.2,35.7,7.0,2011,50
3519,20,15,92,6,38.6,36.0,6.5,2011,50
3520,20,15,328,6,37.4,35.0,5.0,2011,51
3521,20,15,2094,6,39.2,35.8,6.5,2011,51
3522,20,15,92,6,34.8,30.7,5.0,2011,51
3523,20,15,603,6,32.4,31.0,3.5,2011,52
3524,20,15,1085,6,33.7,31.3,4.0,2011,52
3525,20,15,92,5,44.0,42.2,10.0,2011,52
3526,30,15,863,6,33.9,31.0,4.5,2011,52
3527,7,15,729,5,48.3,44.3,15.0,2011,52
3528,7,15,2056,6,34.3,31.4,5.5,2012,52
3529,7,15,2056,6,57.5,51.5,21.5,2012,52
3530,7,15,1,6,32.1,29.3,4.0,2012,52
3531,7,15,603,6,39.1,36.4,8.0,2012,1
3532,20,15,92,6,45.6,41.7,11.0,2012,1
3533,7,15,92,6,33.3,31.5,5.0,2012,1
3534,20,15,1486,6,35.8,35.8,6.0,2012,1
3535,7,15,1349,6,42.6,38.2,8.0,2012,2
3536,7,15,1027,6,38.6,36.6,8.5,2012,2
3537,20,15,1349,6,31.5,29.6,4.0,2012,2
3538,20,15,92,6,66.0,62.0,37.0,2012,2
3539,7,15,92,6,43.6,40.0,10.0,2012,2
3540,20,15,92,6,36.2,33.5,5.0,2012,2
3541,20,15,892,6,36.8,35.5,5.5,2012,2
3542,20,15,1230,6,44.4,41.3,11.0,2012,3
3543,20,15,506,6,31.4,29.5,4.0,2012,3
3544,20,15,92,6,38.2,36.9,6.0,2012,3
3545,20,15,818,6,34.2,32.3,4.0,2012,3
3546,20,15,855,6,43.9,41.3,10.0,2012,3
3547,20,15,2150,6,39.8,37.7,8.0,2012,3
3548,20,15,919,6,37.6,35.3,5.5,2012,3
3549,20,15,1085,6,32.6,30.4,4.0,2012,3
3550,20,15,1486,6,32.5,30.5,4.0,2012,3
3551,7,15,818,6,40.0,35.2,7.5,2012,3
3552,20,15,1085,6,37.2,34.5,5.0,2012,3
3553,20,15,1230,6,37.5,34.3,5.5,2012,3
3554,20,15,1472,6,39.3,36.0,7.0,2012,3
3555,20,15,316,5,47.0,44.0,12.0,2012,3
3556,20,15,1027,6,33.4,31.1,4.0,2012,3
3557,20,15,818,5,56.4,50.5,20.0,2012,4
3558,7,15,1349,6,37.5,34.3,5.0,2012,5
3559,7,15,863,6,37.5,33.0,6.0,2012,5
3560,20,15,1085,5,49.9,44.8,14.5,2012,5
3561,20,15,1085,6,52.5,47.4,16.25,2012,5
3562,20,15,651,6,32.9,30.5,4.5,2012,5
3563,20,15,92,6,36.8,35.2,6.5,2012,5
3564,20,15,92,6,39.5,37.7,7.0,2012,6
3565,20,15,1550,6,20.6,20.9,1.5,2012,6
3566,20,15,560,6,35.6,33.8,4.5,2012,7
3567,7,15,1085,5,39.4,37.2,8.0,2012,7
3568,20,15,1230,6,32.6,30.8,3.7,2012,7
3569,7,15,1230,6,33.3,30.7,4.5,2012,7
3570,20,15,1885,5,51.0,46.0,15.5,2012,8
3571,7,15,2114,6,41.0,40.1,9.5,2012,9
3572,7,15,512,6,48.0,45.2,12.0,2012,9
3573,7,15,506,6,52.4,47.5,16.5,2012,9
3574,7,15,899,6,32.7,30.9,5.0,2012,9
3575,7,15,855,6,39.9,37.5,7.0,2012,10
3576,7,15,92,6,40.1,37.2,6.5,2012,10
3577,7,15,1413,6,34.3,32.2,5.0,2012,10
3578,7,15,863,6,32.0,30.4,4.0,2012,11
3579,7,15,92,6,34.2,33.0,4.5,2012,11
3580,7,15,92,6,40.0,37.0,8.0,2012,11
3581,7,15,876,5,55.0,47.4,21.0,2012,11
3582,7,15,1240,6,43.7,41.0,10.0,2012,11
3583,7,15,899,6,39.0,35.9,8.0,2012,11
3584,7,15,92,5,39.0,39.3,5.5,2012,11
3585,7,15,180,6,27.6,25.4,3.0,2012,12
3586,7,15,1085,6,40.0,37.0,8.0,2012,12
3587,20,15,92,6,34.6,34.3,5.0,2012,12
3588,20,15,1085,6,33.9,31.3,6.0,2012,13
3589,20,15,899,6,37.8,33.3,5.5,2012,13
3590,20,15,92,6,35.2,33.1,5.0,2012,13
3591,20,15,1027,6,37.4,33.6,6.0,2012,15
3592,20,15,1027,6,37.4,33.6,6.0,2012,15
3593,20,15,92,6,36.2,35.3,5.75,2012,15
3594,7,15,1840,6,32.6,30.7,6.0,2012,15
3595,7,15,1085,6,36.0,33.3,6.0,2012,15
3596,20,15,1691,5,50.3,46.4,16.0,2012,15
3597,20,15,2056,6,40.3,37.2,8.0,2012,16
3598,20,15,873,6,33.3,31.5,6.0,2012,16
3599,20,15,331,6,37.2,36.0,6.0,2012,16
3600,20,15,506,6,38.3,36.3,7.0,2012,16
3601,20,15,162,6,33.1,30.5,4.0,2012,17
3602,20,15,92,6,32.3,31.0,4.0,2012,17
3603,7,15,92,6,32.5,30.3,5.0,2012,17
3604,7,15,873,6,31.2,28.5,5.0,2012,17
3605,7,15,92,6,37.2,35.1,7.0,2012,17
3606,20,15,885,6,33.3,30.6,5.0,2012,17
3607,20,15,92,5,39.9,39.5,9.0,2012,17
3608,20,15,1188,6,34.0,31.2,5.0,2012,18
3609,20,15,1486,6,35.8,32.9,5.0,2012,18
3610,20,15,92,6,38.0,33.2,6.5,2012,18
3611,7,15,873,6,43.2,39.1,10.0,2012,18
3612,7,15,506,6,40.0,37.2,8.5,2012,19
3613,20,15,92,5,36.5,35.2,6.2,2012,19
3614,7,15,79,5,34.4,31.5,6.0,2012,19
3615,7,15,1085,6,32.2,31.0,5.0,2012,19
3616,20,15,92,6,33.5,30.4,4.5,2012,19
3617,20,15,1343,6,37.7,35.8,6.5,2012,19
3618,20,15,873,6,44.2,41.6,11.5,2012,20
3619,20,15,1247,6,33.4,30.6,6.0,2012,20
3620,20,15,1287,5,44.3,39.7,9.0,2012,21
3621,20,15,92,6,34.1,31.1,5.0,2012,21
3622,20,15,92,6,37.9,32.9,6.0,2012,22
3623,20,15,92,6,35.2,33.1,5.0,2012,22
3624,20,15,1085,6,42.2,37.7,8.0,2012,22
3625,20,15,1085,6,37.5,34.4,6.0,2012,22
3626,20,15,373,6,30.0,27.9,2.0,2012,22
3627,20,15,92,5,38.2,37.0,5.0,2012,22
3628,20,15,1085,6,34.2,32.5,4.0,2012,22
3629,30,15,761,6,33.0,30.3,5.75,2012,22
3630,30,15,1486,6,32.4,29.2,4.5,2012,22
3631,20,15,1486,6,30.8,27.2,3.0,2012,23
3632,7,15,1486,6,35.6,33.5,6.0,2012,23
3633,7,15,92,5,45.0,42.6,9.4,2012,23
3634,20,15,373,5,48.6,46.4,12.5,2012,24
3635,20,15,818,6,32.7,31.4,3.5,2012,24
3636,20,15,470,6,38.6,35.3,5.5,2012,24
3637,20,15,1085,6,47.3,42.0,10.5,2012,24
3638,20,15,818,6,36.2,34.5,4.0,2012,24
3639,20,15,92,6,35.4,33.5,4.5,2012,24
3640,20,15,1486,6,38.5,36.5,7.0,2012,24
3641,20,15,92,6,40.1,38.0,7.0,2012,24
3642,7,15,1563,6,31.5,29.1,4.0,2012,24
3643,7,15,470,6,31.4,28.8,4.0,2012,24
3644,20,15,1486,6,49.0,42.1,10.5,2012,25
3645,20,15,1085,6,36.8,33.5,5.0,2012,25
3646,20,15,506,6,36.3,34.0,5.0,2012,25
3647,30,15,227,6,31.7,29.3,3.6480000000000006,2012,25
3648,30,15,92,6,38.3,36.6,6.8,2012,25
3649,20,15,873,6,43.8,38.5,8.9,2012,26
3650,20,15,873,6,36.8,34.1,5.3,2012,26
3651,20,15,1085,6,42.7,39.4,7.9,2012,26
3652,20,15,1700,6,37.0,34.2,5.2,2012,26
3653,20,15,620,5,54.5,51.3,19.5,2012,26
3654,20,15,1085,6,33.3,29.8,4.1,2012,26
3655,7,15,761,6,36.0,33.1,5.5,2012,26
3656,7,15,1563,6,35.0,32.1,4.5,2012,26
3657,20,15,506,6,34.0,31.4,4.2,2012,27
3658,20,15,1085,6,29.6,28.9,3.1,2012,27
3659,20,15,873,6,35.3,33.4,4.8,2012,27
3660,20,15,761,6,31.5,29.2,3.25,2012,28
3661,20,15,873,6,30.6,31.6,3.4,2012,28
3662,20,15,1027,5,34.5,33.5,4.9,2012,28
3663,20,15,557,5,57.1,51.9,21.7,2012,28
3664,20,15,818,6,35.3,33.6,4.7,2012,28
3665,20,15,92,6,38.9,35.1,5.85,2012,28
3666,20,15,1085,6,29.8,27.9,2.6,2012,28
3667,20,15,347,6,34.0,31.4,4.2,2012,28
3668,7,15,1085,6,32.5,29.8,3.35,2012,28
3669,7,15,1085,6,38.7,33.8,5.7,2012,28
3670,20,15,557,5,49.6,44.2,12.75,2012,28
3671,20,15,1027,6,32.9,31.2,4.21,2012,28
3672,20,15,1565,5,45.7,43.6,11.05,2012,28
3673,20,15,1349,6,34.0,32.8,4.5,2012,29
3674,20,15,1085,6,54.2,49.2,17.6,2012,29
3675,20,15,1726,6,33.0,30.7,3.9,2012,29
3676,20,15,1242,5,45.0,42.4,10.0,2012,29
3677,20,15,1551,6,37.4,34.8,5.75,2012,30
3678,20,15,1486,6,36.7,34.1,5.25,2012,30
3679,20,15,125,6,31.7,31.1,3.3,2012,30
3680,20,15,1349,6,40.0,38.8,8.3,2012,30
3681,20,15,506,5,38.5,35.9,6.0,2012,30
3682,20,15,1726,6,34.1,31.5,4.55,2012,30
3683,7,15,761,6,32.9,31.0,4.0,2012,30
3684,7,15,1130,6,36.1,33.5,5.0,2012,30
3685,7,15,1085,6,38.2,36.1,6.0,2012,30
3686,20,15,1700,5,41.2,38.5,7.35,2012,30
3687,20,15,92,6,31.8,31.1,3.0,2012,31
3688,20,15,761,6,45.5,42.4,11.85,2012,31
3689,20,15,873,6,33.6,29.6,4.5,2012,31
3690,20,15,1921,6,38.4,36.6,6.5,2012,31
3691,20,15,506,6,31.3,30.3,3.1,2012,31
3692,20,15,1486,6,36.4,34.0,5.2,2012,32
3693,20,15,899,6,38.2,34.8,6.35,2012,32
3694,20,15,92,6,29.8,27.9,2.6,2012,32
3695,20,15,899,6,30.8,27.7,3.05,2012,32
3696,7,15,1583,6,37.1,35.2,5.0,2012,32
3697,20,15,818,6,33.0,31.2,4.25,2012,32
3698,20,15,1486,6,29.3,27.1,2.1,2012,33
3699,20,15,328,6,50.53,47.5,15.3,2012,33
3700,20,15,855,6,33.73,32.7,45.0,2012,33
3701,20,15,328,6,33.57,31.2,4.05,2012,33
3702,20,15,1085,6,30.67,27.73,3.0,2012,33
3703,20,15,1692,5,37.53,34.07,5.8,2012,33
3704,20,15,873,6,31.5,29.5,3.45,2012,33
3705,20,15,1486,6,43.5,38.5,9.05,2012,35
